id_tweet;tweet
1054419342757126144;b'@JBALVIN ter\xc3\xa1 show no mesmo dia do AMAs, ou ele vai depois do show ou cancelou a participa\xc3\xa7\xc3\xa3o, Jos\xc3\xa9 tu n\xc3\xa3o me tomba. https://t.co/AdwAF1mtmq'
1054419417378013184;b'RT @Anuel_2bleA: No cambiamos s\xc3\xb3lo aprendemos y aprender no es cambiar, es crecer. @anuel_2blea  Emmanuel - JBalvin. https://t.co/2XtoLjvUJd'
1054419995831091200;b'Can\xe2\x80\x99t wait to see @BarackObama take stage today and hear from special guest @JBALVIN! This is going to be LIT! \xf0\x9f\x94\xa5 fo\xe2\x80\xa6 https://t.co/EGXR1P4VVe'
1054420034095853570;b'Quiero un concierto de jbalvin con toda mi alma'
1054420084662382594;b'@foreverniallur @JBALVIN Omg have fun!!'
1054420206091689984;b'@JBalvinCharts @JBALVIN Onde \xc3\xa9 o show'
1054420638209884165;b'@lmatheux1 @JBALVIN Nashville, Cidade dos EUA.'
1054420682233266178;b'@_whitemanswhore @JBALVIN Thank you!!'
1054420726982168583;b'RT @SusieLeeNV: I hope you\xe2\x80\x99ll join me with President @BarackObama, special musical guest @JBALVIN, and the @nvdems on Monday as we kick #Ea\xe2\x80\xa6'
1054420808536215552;b'RT @YvannaCancela: It\xe2\x80\x99s day 3 of early voting in Nevada. @BarackObama is here today with @JBALVIN! Don\xe2\x80\x99t have tickets? Click here: https://\xe2\x80\xa6'
1054420877805268992;b'.@AlvaroSicilia entrevista a la promesa del TRAP @delacallemaikel \xf0\x9f\x94\x8a\xf0\x9f\x94\xa5encima de un bus \xf0\x9f\x9a\x8e y nos cuenta m\xc3\xa1s sobre su co\xe2\x80\xa6 https://t.co/n5GmWWKEvF'
1054420891751366657;b'RT @CCabelloNews: .@JBALVIN liked @billboard\xe2\x80\x99s post on Instagram https://t.co/EQcJkE42C7'
1054420927029612545;b'RT @MegaStar: .@AlvaroSicilia entrevista a la promesa del TRAP @delacallemaikel \xf0\x9f\x94\x8a\xf0\x9f\x94\xa5encima de un bus \xf0\x9f\x9a\x8e y nos cuenta m\xc3\xa1s sobre su colab con @J\xe2\x80\xa6'
1054421092096503808;b'RT @ElTrapeo: #Preview: #ElGanadorRemix de @NickyJamPR featuring @ArcangelPrrra, #BadBunny, @JBALVIN y @daddy_yankee.\n(Parte de Bad Bunny)\xe2\x80\xa6'
1054421120521330688;b'RT @SusieLeeNV: I hope you\xe2\x80\x99ll join me with President @BarackObama, special musical guest @JBALVIN, and the @nvdems on Monday as we kick #Ea\xe2\x80\xa6'
1054421131367800833;b'RT @TuBoletaNews: HOY puede ser el d\xc3\xada de asegurar el mejor plan de tus vacaciones #MetroConcierto IMPERDIBLE @carlosvives @maluma @rubenbl\xe2\x80\xa6'
1054421553620963328;b'RT @Anuel_2bleA: Gracias a @JBALVIN por la oportunidad anoche..  \xf0\x9f\x91\xb9\xe2\x9c\x96\xef\xb8\x8f\xf0\x9f\xa6\x96#RealHastaLaMuerte #VibrasTour NY https://t.co/xTjvG1xc6b'
1054421920974884864;b'.@AlvaroSicilia entrevista a la promesa del TRAP @MaikelDLacalle \xf0\x9f\x94\x8a\xf0\x9f\x94\xa5encima de un bus \xf0\x9f\x9a\x8e y nos cuenta m\xc3\xa1s sobre su col\xe2\x80\xa6 https://t.co/ebZ4Jz0B89'
1054421943762456577;b'RT @Anuel_2bleA: Gracias a @JBALVIN por la oportunidad anoche..  \xf0\x9f\x91\xb9\xe2\x9c\x96\xef\xb8\x8f\xf0\x9f\xa6\x96#RealHastaLaMuerte #VibrasTour NY https://t.co/xTjvG1xc6b'
1054421996443000832;b'RT @MegaStar: .@AlvaroSicilia entrevista a la promesa del TRAP @MaikelDLacalle \xf0\x9f\x94\x8a\xf0\x9f\x94\xa5encima de un bus \xf0\x9f\x9a\x8e y nos cuenta m\xc3\xa1s sobre su colab con @JB\xe2\x80\xa6'
1054422081574703104;b'RT @MegaStar: .@AlvaroSicilia entrevista a la promesa del TRAP @MaikelDLacalle \xf0\x9f\x94\x8a\xf0\x9f\x94\xa5encima de un bus \xf0\x9f\x9a\x8e y nos cuenta m\xc3\xa1s sobre su colab con @JB\xe2\x80\xa6'
1054422345589420032;b'O v\xc3\xaddeo do ematoma do JBalvin passou de  2 milh\xc3\xb5es de views no Instagram. \xf0\x9f\xa4\xa3\nque hitudo amore! https://t.co/JzNU2eZaiG'
1054422416020127744;b'Como cuando me sale un barro en la frente... \xf0\x9f\x98\x94\xf0\x9f\x98\xad #RMSNoticias @JBALVIN \xf0\x9f\x91\x81 https://t.co/fWQu6ZnopB'
1054422524354805760;b'O v\xc3\xaddeo do hematoma do JBalvin passou de  2 milh\xc3\xb5es de views no Instagram. \xf0\x9f\xa4\xa3\nque hitudo amore! https://t.co/JzNU2eZaiG'
1054422737429651457;b'O v\xc3\xaddeo do Hematoma do JBalvin passou de  2 milh\xc3\xb5es de views no Instagram. \xf0\x9f\xa4\xa3\nque hitudo amore! https://t.co/4jFP9KTZl4'
1054422839670046720;b'RT @DianaMaux: Que chimba el sabor de mi tierra #Mocca \xf0\x9f\x8d\xab\xf0\x9f\x8c\x88\xe2\x98\x95\xef\xb8\x8f\nFit @fashionnova \n.\nNO TE CANSES, SIGUE BAILANDO!\xf0\x9f\x92\x83\xf0\x9f\x8f\xbd\n\n\xf0\x9f\x94\x8a #Moccaremix @LaloEbratt\xe2\x80\xa6'
1054423039486627845;b'RT @jowell1: Grande como artista , GIGANTE como persona ! Que el mundo lo sepa @JBALVIN Te mereces todo el exito que est\xc3\xa1s teniendo. Que or\xe2\x80\xa6'
1054423114514345987;b'RT @JBalvinCharts: O v\xc3\xaddeo do Hematoma do JBalvin passou de  2 milh\xc3\xb5es de views no Instagram. \xf0\x9f\xa4\xa3\nque hitudo amore! https://t.co/4jFP9KTZl4'
1054423201407795200;b'RT @MegaStar: .@AlvaroSicilia entrevista a la promesa del TRAP @MaikelDLacalle \xf0\x9f\x94\x8a\xf0\x9f\x94\xa5encima de un bus \xf0\x9f\x9a\x8e y nos cuenta m\xc3\xa1s sobre su colab con @JB\xe2\x80\xa6'
1054423402176344065;b'RT @anaknieblas: x siempre enojada que se cancel\xc3\xb3 el concierto de jbalvin en hermosillo\xf0\x9f\xa4\xa7'
1054423414163824640;b'Saludos, @los40ar\xc2\xa0 nos gustar\xc3\xada escuchar el nuevo tema de #jbalvin #NoEsJusto . Muchas gracias.\xe2\x9d\xa3'
1054423540932509697;b'Saludos, @RadioDisneyLA nos gustar\xc3\xada escuchar el nuevo tema de #jbalvin #NoEsJusto . Muchas gracias\xe2\x9d\xa3'
1054423649221070848;b'RT @SusieLeeNV: I hope you\xe2\x80\x99ll join me with President @BarackObama, special musical guest @JBALVIN, and the @nvdems on Monday as we kick #Ea\xe2\x80\xa6'
1054423670989512704;b'Saludos, @RED92cadadiamas nos gustar\xc3\xada escuchar la nueva cancion de #JBalvin #NoEsJusto\xc2\xa0 . Muchas gracias \xe2\x9d\xa3'
1054423697199517696;b'RT @SusieLeeNV: I hope you\xe2\x80\x99ll join me with President @BarackObama, special musical guest @JBALVIN, and the @nvdems on Monday as we kick #Ea\xe2\x80\xa6'
1054423746184912898;b'Saludos, @radiolatina101 nos gustar\xc3\xada escuchar el tema nuevo de #jbalvin #NoEsJusto. Muchas gracias.\xe2\x9d\xa3'
1054423752149221377;b'Hola @digital1029 quisiera escuchar XRemix de maluma, NickyJamPR, JBALVIN y Ozuna_Pr por favor para MalumaFamilyNL'
1054423788249628673;b'Hola @genesis981fm quisiera escuchar XRemix de maluma, NickyJamPR, JBALVIN y Ozuna_Pr por favor para MalumaFamilyNL'
1054423825025253378;b'Hola @alfa1045fm quisiera escuchar XRemix de maluma, NickyJamPR, JBALVIN y Ozuna_Pr por favor para MalumaFamilyNL'
1054423863868776449;b'Hola @CocaColaFM quisiera escuchar XRemix de maluma, NickyJamPR, JBALVIN y Ozuna_Pr por favor para MalumaFamilyNL'
1054423870810271744;b'RT @LiamPayne: \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbc\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbc https://t.co/XlheSIyu29'
1054423882772422663;b"RT @BRITs: Big congrats to @LiamPayne and @JBALVIN as 'Familiar' is now a #BRITcertified Gold selling single! \xf0\x9f\x87\xac\xf0\x9f\x87\xa7\xf0\x9f\x93\x80 https://t.co/uluBNa4a3S"
1054423904016625664;b'Hola @exatv quisiera escuchar XRemix de maluma, NickyJamPR, JBALVIN y Ozuna_Pr por favor para MalumaFamilyNL'
1054423950393069570;b'RT @MegaStar: .@AlvaroSicilia entrevista a la promesa del TRAP @MaikelDLacalle \xf0\x9f\x94\x8a\xf0\x9f\x94\xa5encima de un bus \xf0\x9f\x9a\x8e y nos cuenta m\xc3\xa1s sobre su colab con @JB\xe2\x80\xa6'
1054423961889636353;b'Saludos, @radiolate nos gustar\xc3\xada escuchar el tema nuevo de #jbalvin #NoEsJusto\xc2\xa0\xc2\xa0 . Muchas gracias.\xe2\x9d\xa3'
1054423966000078855;b'RT @MegaStar: .@AlvaroSicilia entrevista a la promesa del TRAP @MaikelDLacalle \xf0\x9f\x94\x8a\xf0\x9f\x94\xa5encima de un bus \xf0\x9f\x9a\x8e y nos cuenta m\xc3\xa1s sobre su colab con @JB\xe2\x80\xa6'
1054423981556674560;b'RT @MegaStar: .@AlvaroSicilia entrevista a la promesa del TRAP @MaikelDLacalle \xf0\x9f\x94\x8a\xf0\x9f\x94\xa5encima de un bus \xf0\x9f\x9a\x8e y nos cuenta m\xc3\xa1s sobre su colab con @JB\xe2\x80\xa6'
1054424146346561545;b'RT @UNLVYoungDems: \xf0\x9f\x93\xa3\xf0\x9f\x93\xa3Attention Rebels! @BarackObama, @JBALVIN, @TheSaltNPepa, &amp, @AmericaFerrera are holding a free early vote rally TODAY a\xe2\x80\xa6'
1054424204072964097;b'Saludos, @late931Oficial nos gustar\xc3\xada escuchar la nueva cancion de #jbalvin #NoEsJusto . Muchas gracias.\xe2\x9d\xa3'
1054424230979428352;b'@JBALVIN la tierra de Cerati, Fito y tantos grandes de la m\xc3\xbasica #ExitoTotal!!!'
1054424249350406145;b'RT @LiamPayne: \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbc\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbc https://t.co/XlheSIyu29'
1054424341386010624;b'RT @jessicapaguay1: @JBALVIN hands down an incredible show! Had the time of my life!! Seeing you grow into the artist you are now is amazin\xe2\x80\xa6'
1054424583921696769;b'@MaggieCortez @MariahCarey @JBALVIN https://t.co/AErjmC2kmT'
1054424623155216385;b'Saludos, @laradiotescucha nos gustar\xc3\xada escuchar el nuevo tema de #jbalvin #NoEsJusto . Muchas gracias.\xe2\x9d\xa3'
1054424687562887170;b'Saludos, @guaparadio , nos gustar\xc3\xada escuchar #NoEsJusto lo nuevo de #JBALVIN . Muchas gracias. \xe2\x9d\xa3'
1054424700510707712;b'Never too early to start thinking about Friday. See you at @JBALVIN! \xf0\x9f\x8e\xab: https://t.co/KcIr42oWoF https://t.co/oWoj0glcuz'
1054424872712060928;b'RT @CentralJBalvin: Vamos f\xc3\xa3s do J Balvin e da Anitta!\n\nRT (nesse tweet)  e respostas com esses tweets abaixo\xf0\x9f\x91\x87\n\nRT = VOTO\n\nVoto por\xc2\xa0J Balvi\xe2\x80\xa6'
1054425008414642176;b'RT @barclayscenter: Hola \xf0\x9f\x91\x8b @PrinceRoyce \n#VibrasTour \xf0\x9f\xa6\x96 \n@JBALVIN https://t.co/eucP9Pe4AY'
1054425100316041216;b'RT @Anuel_2bleA: No cambiamos s\xc3\xb3lo aprendemos y aprender no es cambiar, es crecer. @anuel_2blea  Emmanuel - JBalvin. https://t.co/2XtoLjvUJd'
1054425182989893632;b'@stupidcin @JBALVIN What a role model \xf0\x9f\x98\x8d'
1054425221837545472;b'RT @RMScanal: Como cuando me sale un barro en la frente... \xf0\x9f\x98\x94\xf0\x9f\x98\xad #RMSNoticias @JBALVIN \xf0\x9f\x91\x81 https://t.co/fWQu6ZnopB'
1054425287730053121;b'Saludos, @CocaColaForMeAr , nos gustar\xc3\xada escuchar #NoEsJusto lo nuevo de #JBALVIN . Muchas gracias. \xe2\x9d\xa3'
1054425288778674176;b'#Np @davidguetta - Say My Name ft @BebeRexha &amp, @JBALVIN | on #BeatMadness https://t.co/awRoDaJLVM'
1054425352406294528;b'Saludos, @popradio1015 nos gustar\xc3\xada escuchar el nuevo tema de #JBalvin #NoEsJusto . Muchas gracias. \xe2\x9d\xa3'
1054425401840287744;b'Saludos, @vale975 nos gustar\xc3\xada escuchar el tema nuevo de #JBalvin #NoEsJusto . Muchas gracias \xe2\x9d\xa3'
1054425666702192640;b'Ir en stilettos para el concierto de Jbalvin'
1054425727217647616;b'Saludos, @zooradio935 nos gustar\xc3\xada escuchar el tema nuevo de #JBalvin #NoEsJusto . Muchas gracias. \xe2\x9d\xa3'
1054426037537435649;b'RT @MegaStar: .@AlvaroSicilia entrevista a la promesa del TRAP @MaikelDLacalle \xf0\x9f\x94\x8a\xf0\x9f\x94\xa5encima de un bus \xf0\x9f\x9a\x8e y nos cuenta m\xc3\xa1s sobre su colab con @JB\xe2\x80\xa6'
1054426106084974594;b'Saludos, @PReggaeton nos gustar\xc3\xada pedir el nuevo tema de #JBalvin #NoEsJusto . Muchas gracias. \xe2\x9d\xa3'
1054426400822870016;b'Saludos, @Quieromusicatv le dejo votos al video de #jbalvin\xc2\xa0 #NoEsJusto al ranking #Los15Mejores . Muchas gracias.\xe2\x9d\xa3'
1054426472541315072;b'Saludos, @cmtvargentina , quisiera escuchar\xc2\xa0 #NoEsJusto lo nuevo de #JBALVIN . Muchas gracias. \xe2\x9d\xa3'
1054426559887654917;b'Saludos, @HTVMusica le dejo votos al video clip #jbalvin #NoEsJusto . Muchas gracias. \xe2\x9d\xa3'
1054426682462011392;b'Saludos, @MTVLA le dejo votos al video de #jbalvin\xc2\xa0 #NoEsJusto gracias #MTVHitsLa .\xc2\xa0 \xe2\x9d\xa3'
1054426730113458176;b'Saludos, @la100fm me gustar\xc3\xada escuchar el tema nuevo de #JBalvin\xc2\xa0 #NoEsJusto . Muchas gracias.\xe2\x9d\xa3'
1054426768839450625;b'Saludos. Nos gustar\xc3\xada ver en el @HTVHotRanking de @HTVMusica el mas reciente \xc3\xa9xito de #JBalvin #NoEsJusto Muchas Gr\xe2\x80\xa6 https://t.co/0cJanMIgZ0'
1054426923324133376;b'@jiovanyo \xf0\x9f\x98\xaf\xf0\x9f\x98\xaf\xf0\x9f\x98\xaf\xf0\x9f\x98\xaf HECK YAH'
1054426928042651648;b'RT @LiamPayne: \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbc\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbc https://t.co/XlheSIyu29'
1054427187087097858;b'RT @jowell1: Grande como artista , GIGANTE como persona ! Que el mundo lo sepa @JBALVIN Te mereces todo el exito que est\xc3\xa1s teniendo. Que or\xe2\x80\xa6'
1054427227759230977;b'#MiVotoLCA es para que el tema #NoEsJusto de @JBalvin @CuentaAtrasCMM @CMM_es #NovedadesLCA'
1054427328732745728;b'@haashoficial @karlabreumusic @JBALVIN @thalia @OneRepublic   @zionylennoxpr @CalvinHarris y @BURAKYETER sonar\xc3\xa1n en\xe2\x80\xa6 https://t.co/uZtqBv1K5K'
1054427935371943937;b'RT @Anuel_2bleA: Gracias a @JBALVIN por la oportunidad anoche..  \xf0\x9f\x91\xb9\xe2\x9c\x96\xef\xb8\x8f\xf0\x9f\xa6\x96#RealHastaLaMuerte #VibrasTour NY https://t.co/xTjvG1xc6b'
1054427994956226562;b'RT @SusieLeeNV: I hope you\xe2\x80\x99ll join me with President @BarackObama, special musical guest @JBALVIN, and the @nvdems on Monday as we kick #Ea\xe2\x80\xa6'
1054428371856379910;b'RT @john: Congratulations @anitta and @jbalvin on winning \xe2\x80\x9chit of the year\xe2\x80\x9d tonight. So glad @lelepons and @hannahstocking were able to pre\xe2\x80\xa6'
1054428398511157248;b'RT @lelepons: hahaha love you @jbalvin https://t.co/rJzv715OAI'
1054428420753502208;b'\xe2\x99\xaa A las 15 escucharemos a @JBALVIN, @LucianoPereyra, @AlexSensation, @Ozuna_Pr, @alexoficial, @diegotorres,\xe2\x80\xa6 https://t.co/210h7zHZEU'
1054428512386535424;b'RT @SusieLeeNV: I hope you\xe2\x80\x99ll join me with President @BarackObama, special musical guest @JBALVIN, and the @nvdems on Monday as we kick #Ea\xe2\x80\xa6'
1054428519181246466;b'RT @Anuel_2bleA: No cambiamos s\xc3\xb3lo aprendemos y aprender no es cambiar, es crecer. @anuel_2blea  Emmanuel - JBalvin. https://t.co/2XtoLjvUJd'
1054428559782109184;b'RT @Vale975: \xe2\x99\xaa A las 15 escucharemos a @JBALVIN, @LucianoPereyra, @AlexSensation, @Ozuna_Pr, @alexoficial, @diegotorres, @carlosvives, @Man\xe2\x80\xa6'
1054428649422614528;b'RT @WillMcCurdyII: Can\xe2\x80\x99t wait to see @BarackObama take stage today and hear from special guest @JBALVIN! This is going to be LIT! \xf0\x9f\x94\xa5 follow\xe2\x80\xa6'
1054428685103755264;b'@Vale975 @JBALVIN @LucianoPereyra @AlexSensation @Ozuna_Pr @alexoficial @diegotorres @carlosvives @ManuelTurizoMTZ\xe2\x80\xa6 https://t.co/ZCqpschzlE'
1054428761410715648;b'@CuentameloYaOf @carlosvives @JBALVIN @maluma @shakira Shakira'
1054428888917598208;b'#greetingcards #funnybirthdaycards #birthdaycards #giftideas #hiphopmusic #rapmusic #celebs #memes #funnyquotes\xe2\x80\xa6 https://t.co/hsRTKLRLhC'
1054428908001538048;b'Y @JBALVIN sigue provoc\xc3\xa1ndonos \xf0\x9f\xa4\xa4 \n#Sexy \xf0\x9f\x94\xa5 #Hot \xf0\x9f\x98\x8d https://t.co/Ppv4cjJV2E'
1054428929719554048;b'RT @QueenNud: Y @JBALVIN sigue provoc\xc3\xa1ndonos \xf0\x9f\xa4\xa4 \n#Sexy \xf0\x9f\x94\xa5 #Hot \xf0\x9f\x98\x8d https://t.co/Ppv4cjJV2E'
1054429131381895171;b'TE LEVANTAMOS A CRUCETA @BurjKhalifa  CUALQUIERA x wiserable @jbalvin  https://t.co/PrYk8zs6mb:'
1054429210264035328;b'RT @WillMcCurdyII: Can\xe2\x80\x99t wait to see @BarackObama take stage today and hear from special guest @JBALVIN! This is going to be LIT! \xf0\x9f\x94\xa5 follow\xe2\x80\xa6'
1054429259979280384;b'RT @GABRIELR0BERT00: TE LEVANTAMOS A CRUCETA @BurjKhalifa  CUALQUIERA x wiserable @jbalvin  https://t.co/PrYk8zs6mb:'
